Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+
10128,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2060.0,35.766,35.575,35.3095,34.9605,34.588,34.1885,33.7985,33.4315,33.1325,32.928,32.7595,32.6775,32.727,32.95,33.33,33.931,34.9485,36.575,38.917,41.9465,45.496,49.2655,52.862,56.017,58.5955,60.596,62.0835,63.087,63.7335,64.161,64.305,64.171,63.74,63.041,62.183,61.0675,59.786,57.8185,56.227,56.07,56.1135,55.3645,54.4485,54.4175,54.731,54.146,53.161,52.9455,52.3835,52.2435,54.6235,59.7045,66.9905,74.736,81.9345,88.7215,95.2415,101.275,106.726,111.0855,112.33,112.2045,113.255,114.0645,113.892,113.237,111.9695,109.6435,107.2375,104.756,102.123,99.2785,92.7915,85.089,81.388,79.131,76.3665,74.356,71.8435,68.189,64.4775,60.7245,57.4175,54.7075,51.442,48.4765,46.494,43.8805,39.9625,35.459,31.0845,27.563,24.638,21.8495,19.13,16.3455,13.6115,10.946,8.5305,6.516,15.5855
10129,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2061.0,35.9095,35.83,35.6385,35.3695,35.017,34.642,34.2405,33.847,33.4785,33.177,32.971,32.8005,32.7165,32.764,32.9915,33.4175,34.187,35.55,37.637,40.43,43.77,47.388,50.9515,54.146,56.8395,59.004,60.6895,61.9645,62.8405,63.4195,63.821,63.964,63.842,63.4325,62.7585,61.9255,60.8335,59.5765,57.629,56.0565,55.9165,55.973,55.2375,54.3325,54.3105,54.631,54.0525,53.074,52.8615,52.3025,52.163,54.54,59.613,66.884,74.6125,81.79,88.5545,95.0485,101.0525,106.472,110.7995,112.015,111.8625,112.8785,113.651,113.442,112.7465,111.433,109.061,106.603,104.0625,101.364,98.4475,91.92,84.1935,80.429,78.062,75.2065,73.084,70.4575,66.703,62.884,59.021,55.588,52.729,49.3315,46.22,44.037,41.249,37.2485,32.739,28.396,24.883,21.9545,19.1925,16.537,13.866,11.295,8.8655,6.7245,16.301
10130,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2062.0,35.953,35.9835,35.9015,35.7065,35.434,35.0785,34.7,34.2955,33.9,33.5285,33.2255,33.0175,32.8445,32.7585,32.8115,33.085,33.6815,34.798,36.626,39.1675,42.2755,45.6885,49.107,52.2755,55.015,57.2995,59.15,60.6235,61.7685,62.5745,63.1245,63.5205,63.673,63.5695,63.181,62.529,61.7175,60.647,59.408,57.478,55.9215,55.793,55.862,55.1355,54.2385,54.2225,54.5485,53.9755,53,52.7895,52.2315,52.0915,54.4635,59.5255,66.781,74.489,81.6445,88.384,94.849,100.8225,106.2085,110.499,111.6835,111.501,112.481,113.213,112.9625,112.218,110.853,108.4285,105.9115,103.303,100.531,97.5385,90.9695,83.2185,79.356,76.892,73.938,71.6935,68.943,65.077,61.144,57.165,53.6035,50.5925,47.064,43.805,41.426,38.4775,34.4195,29.9335,25.661,22.1995,19.3095,16.613,14.048,11.5215,9.1605,6.998,16.997
10131,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2063.0,35.9135,36.0355,36.063,35.977,35.7785,35.502,35.1425,34.762,34.3545,33.956,33.583,33.2775,33.0665,32.8925,32.8115,32.91,33.3555,34.301,35.888,38.174,41.035,44.22,47.439,50.4705,53.19,55.5245,57.497,59.135,60.477,61.5495,62.3225,62.864,63.267,63.434,63.348,62.979,62.3465,61.554,60.5,59.2765,57.36,55.8145,55.6965,55.7735,55.054,54.163,54.152,54.4815,53.9105,52.9375,52.727,52.168,52.0255,54.3915,59.441,66.6785,74.3655,81.496,88.2085,94.6435,100.583,105.9315,110.183,111.334,111.119,112.059,112.746,112.4445,111.6465,110.223,107.7385,105.1535,102.4705,99.6185,96.5465,89.9335,82.124,78.1825,75.6125,72.551,70.174,67.286,63.2995,59.246,55.15,51.4595,48.296,44.635,41.2375,38.673,35.5845,31.497,27.0755,22.9195,19.551,16.737,14.1315,11.689,9.3565,7.241,17.7325
10132,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2064.0,35.797,35.995,36.115,36.138,36.049,35.846,35.566,35.2045,34.82,34.4105,34.01,33.634,33.3265,33.1145,32.9445,32.909,33.1785,33.972,35.387,37.4295,40.0345,42.971,45.963,48.797,51.38,53.696,55.72,57.4805,58.9875,60.2575,61.2965,62.0625,62.611,63.028,63.213,63.1465,62.797,62.183,61.407,60.368,59.157,57.253,55.7175,55.608,55.691,54.9785,54.093,54.0855,54.417,53.848,52.8755,52.663,52.103,51.958,54.316,59.352,66.5715,74.234,81.3395,88.022,94.4235,100.327,105.635,109.844,110.959,110.7095,111.603,112.237,111.8805,111.0205,109.531,106.9775,104.318,101.5535,98.618,95.461,88.769,80.9275,76.8985,74.213,71.0345,68.5105,65.472,61.3605,57.1845,52.973,49.1525,45.834,42.049,38.5275,35.796,32.5935,28.5175,24.2085,20.2095,16.9695,14.257,11.7755,9.506,7.407,18.477
10133,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2065.0,35.5515,35.8515,36.0495,36.1665,36.1875,36.0955,35.89,35.6085,35.2445,34.859,34.4475,34.0445,33.668,33.3595,33.1515,33.026,33.155,33.7595,35.0035,36.8565,39.2025,41.869,44.599,47.191,49.566,51.7395,53.744,55.56,57.196,58.6395,59.8865,60.9275,61.7095,62.2805,62.724,62.936,62.895,62.5705,61.978,61.222,60.2005,59.006,57.115,55.592,55.4915,55.5835,54.8785,53.999,53.996,54.3305,53.763,52.791,52.579,52.0175,51.8695,54.2195,59.243,66.4415,74.0805,81.157,87.809,94.1755,100.039,105.304,109.469,110.545,110.254,111.096,111.671,111.251,110.322,108.7565,106.1275,103.3865,100.536,97.5135,94.2425,87.4945,79.6175,75.494,72.6825,69.3735,66.6885,63.4935,59.254,54.9555,50.6285,46.6775,43.21,39.318,35.6925,32.819,29.5405,25.524,21.3695,17.564,14.4775,11.898,9.5905,7.537,19.1745
10134,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2066.0,35.162,35.591,35.8915,36.088,36.203,36.222,36.1285,35.922,35.639,35.2735,34.8865,34.4735,34.07,33.6925,33.388,33.2245,33.259,33.715,34.758,36.43,38.576,40.9765,43.4295,45.753,47.8815,49.844,51.706,53.505,55.201,56.7785,58.205,59.458,60.52,61.3295,61.931,62.4055,62.647,62.6345,62.334,61.7645,61.029,60.025,58.8455,56.969,55.458,55.3675,55.4675,54.7695,53.896,53.8975,54.233,53.6665,52.696,52.4825,51.92,51.7695,54.1115,59.1205,66.2975,73.909,80.9575,87.5755,93.9035,99.7255,104.9445,109.061,110.0915,109.755,110.538,111.0465,110.555,109.548,107.898,105.1865,102.36,99.421,96.286,92.909,86.1,78.184,73.958,71.0055,67.5545,64.701,61.3425,56.9745,52.553,48.1105,44.038,40.4365,36.457,32.7545,29.7755,26.4685,22.556,18.595,15.0055,12.1005,9.706,7.6145,19.8075
10135,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2067.0,34.6485,35.2255,35.653,35.951,36.1445,36.256,36.273,36.177,35.968,35.6825,35.3155,34.927,34.5125,34.107,33.734,33.4745,33.4755,33.8465,34.753,36.236,38.212,40.425,42.626,44.6885,46.5615,48.287,49.942,51.5965,53.271,54.901,56.453,57.8775,59.143,60.225,61.057,61.683,62.181,62.4445,62.4515,62.169,61.6165,60.8935,59.9015,58.733,56.866,55.3635,55.2795,55.3845,54.69,53.82,53.822,54.156,53.5895,52.6175,52.402,51.837,51.682,54.015,59.007,66.1595,73.7435,80.7585,87.3395,93.627,99.403,104.5715,108.6325,109.613,109.223,109.9395,110.3725,109.8015,108.7055,106.965,104.1665,101.2505,98.1875,94.9415,91.4485,84.5725,76.6155,72.2735,69.168,65.567,62.537,59.0125,54.5135,49.9705,45.422,41.2425,37.526,33.4875,29.7465,26.7075,23.4165,19.65,15.905,12.559,9.887,7.7175,20.3505
10136,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2068.0,34.0965,34.732,35.3065,35.73,36.024,36.213,36.3215,36.335,36.236,36.0245,35.737,35.3675,34.977,34.56,34.1595,33.8315,33.741,34.0855,34.9165,36.2735,38.071,40.123,42.148,43.9725,45.596,47.075,48.4965,49.942,51.468,53.071,54.6685,56.2115,57.641,58.9195,60.018,60.8685,61.5125,62.028,62.307,62.3275,62.0585,61.5145,60.8015,59.8175,58.656,56.7955,55.298,55.218,55.3245,54.632,53.7625,53.7625,54.0955,53.526,52.552,52.3325,51.763,51.603,53.926,58.8985,66.026,73.5775,80.5565,87.099,93.3405,99.067,104.1785,108.1785,109.0995,108.6495,109.292,109.6395,108.977,107.787,105.9495,103.06,100.012,96.8345,93.4685,89.848,82.8995,74.894,70.4255,67.157,63.4015,60.19,56.4935,51.866,47.209,42.57,38.306,34.501,30.4425,26.709,23.6545,20.4235,16.827,13.3285,10.2755,7.8735,20.8485
10137,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2069.0,33.5315,34.176,34.809,35.379,35.799,36.089,36.275,36.3805,36.391,36.29,36.0765,35.786,35.4155,35.0225,34.6105,34.2545,34.0935,34.3425,35.1425,36.4205,38.0875,39.959,41.822,43.47,44.8565,46.0865,47.262,48.476,49.7945,51.252,52.823,54.4125,55.962,57.4055,58.702,59.82,60.689,61.3515,61.8825,62.176,62.2095,61.9505,61.4175,60.712,59.736,58.58,56.725,55.2335,55.1555,55.263,54.571,53.7015,53.7,54.029,53.4575,52.481,52.2565,51.6835,51.5185,53.828,58.782,65.8805,73.3975,80.339,86.8375,93.031,98.7015,103.7505,107.6795,108.5355,108.019,108.575,108.827,108.068,106.7765,104.8375,101.816,98.6535,95.353,91.8535,88.0945,81.0625,73.0035,68.402,64.965,61.0505,57.6515,53.781,49.0315,44.2765,39.571,35.2485,31.394,27.363,23.682,20.656,17.511,14.1185,10.918,8.1935,21.358
10138,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2070.0,32.9365,33.6245,34.265,34.893,35.459,35.8745,36.161,36.3435,36.4455,36.454,36.3505,36.1335,35.842,35.468,35.08,34.713,34.526,34.709,35.42,36.6725,38.265,40.0135,41.7045,43.1995,44.4195,45.417,46.347,47.315,48.3995,49.6455,51.0655,52.624,54.216,55.775,57.2325,58.544,59.677,60.5615,61.2365,61.7795,62.0825,62.126,61.8745,61.3475,60.6485,59.676,58.525,56.6745,55.1845,55.1065,55.214,54.521,53.6495,53.6445,53.97,53.3945,52.415,52.186,51.6075,51.4355,53.7325,58.664,65.7315,73.2115,80.112,86.564,92.703,98.3115,103.288,107.1395,107.922,107.328,107.7895,107.939,107.0755,105.6775,103.5895,100.452,97.1655,93.728,90.0845,86.1685,79.0445,70.934,66.196,62.5845,58.5075,54.9155,50.8755,46.0195,41.19,36.445,32.106,28.249,24.2905,20.7055,17.733,14.7115,11.58,8.7175,22.0115
10139,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2071.0,32.3415,33.038,33.722,34.3575,34.9805,35.542,35.9535,36.236,36.4145,36.5145,36.5195,36.4125,36.1935,35.8995,35.53,35.188,34.991,35.1505,35.799,36.9655,38.5365,40.2145,41.789,43.119,44.1935,45.029,45.7295,46.4515,47.289,48.2975,49.5035,50.9075,52.465,54.063,55.633,57.102,58.4275,59.573,60.4685,61.153,61.7045,62.0165,62.0645,61.819,61.296,60.6,59.632,58.4825,56.6335,55.145,55.067,55.1715,54.4765,53.602,53.594,53.9135,53.335,52.3505,52.1155,51.5315,51.352,53.6345,58.542,65.5765,73.017,79.8725,86.272,92.3505,97.888,102.7855,106.55,107.2485,106.568,106.928,106.9675,105.994,104.4375,102.221,98.957,95.5325,91.947,88.14,84.0515,76.8345,68.676,63.799,60.008,55.7635,51.983,47.7855,42.8455,37.97,33.2285,28.9205,25.106,21.2635,17.798,14.918,12.0825,9.258,22.9355
10140,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2072.0,31.731,32.438,33.131,33.8095,34.4405,35.0595,35.617,36.0245,36.3035,36.48,36.576,36.5785,36.4695,36.249,35.959,35.635,35.46,35.6055,36.226,37.3245,38.8055,40.4585,41.9615,43.174,44.0835,44.7745,45.3145,45.809,46.402,47.165,48.1355,49.3275,50.732,52.297,53.9075,55.491,56.975,58.313,59.4705,60.376,61.071,61.6305,61.948,62.003,61.761,61.243,60.5505,59.584,58.437,56.59,55.102,55.0215,55.1235,54.426,53.55,53.536,53.851,53.267,52.2785,52.037,51.447,51.26,53.526,58.408,65.4065,72.804,79.609,85.9515,91.961,97.4215,102.2305,105.8955,106.5005,105.728,105.9785,105.901,104.767,103.0765,100.719,97.315,93.741,89.988,86.001,81.7295,74.4195,66.219,61.201,57.224,52.8175,48.8585,44.523,39.529,34.6495,29.961,25.7305,22.0025,18.301,14.991,12.2675,9.6715,24.0805
10141,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2073.0,31.1205,31.8215,32.525,33.213,33.8875,34.5145,35.1295,35.6835,36.088,36.365,36.5375,36.6325,36.6325,36.5215,36.305,36.0595,35.901,36.064,36.6645,37.7285,39.1365,40.6965,42.172,43.3125,44.1035,44.6305,45.027,45.3625,45.73,46.251,46.978,47.9375,49.132,50.5465,52.1255,53.751,55.3495,56.848,58.199,59.368,60.285,60.9875,61.5545,61.879,61.9385,61.702,61.1865,60.497,59.533,58.3875,56.541,55.052,54.97,55.0695,54.3695,53.4895,53.4715,53.7805,53.192,52.199,51.951,51.3535,51.157,53.4055,58.26,65.22,72.57,79.32,85.597,91.5315,96.905,101.6135,105.169,105.6725,104.8015,104.935,104.6925,103.4205,101.582,99.0695,95.5135,91.7705,87.832,83.653,79.1915,71.7905,63.5535,58.391,54.232,49.676,45.557,41.11,36.1045,31.273,26.685,22.576,18.961,15.4345,12.3435,9.8325,25.2985
10142,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2074.0,30.5165,31.186,31.885,32.5855,33.27,33.942,34.5655,35.1785,35.7295,36.133,36.407,36.5795,36.6715,36.6705,36.5635,36.3905,36.3045,36.4705,37.07,38.0965,39.455,40.93,42.2995,43.401,44.11,44.514,44.7455,44.942,45.157,45.46,45.955,46.68,47.65,48.863,50.2985,51.8995,53.5465,55.1655,56.682,58.049,59.233,60.1615,60.875,61.4515,61.7835,61.8495,61.6185,61.108,60.422,59.461,58.3165,56.4705,54.983,54.899,54.996,54.2935,53.411,53.3885,53.692,53.099,52.1005,51.845,51.24,51.034,53.264,58.089,65.007,72.3035,78.9915,85.197,91.0475,96.323,100.9205,104.3565,104.7525,103.7765,103.7555,103.367,101.942,99.9415,97.2595,93.5305,89.599,85.4645,81.085,76.427,68.9355,60.669,55.37,51.0395,46.3535,42.0995,37.5825,32.618,27.882,23.441,19.4795,16.0125,12.7255,9.9065,26.368
10143,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2075.0,29.941,30.562,31.2305,31.9275,32.6255,33.309,33.978,34.6005,35.211,35.7615,36.163,36.436,36.6065,36.6985,36.7015,36.637,36.6175,36.845,37.4325,38.443,39.7515,41.1665,42.441,43.4275,44.0915,44.4105,44.5195,44.5555,44.6365,44.7935,45.078,45.5775,46.32,47.3145,48.555,50.018,51.6455,53.3175,54.958,56.4945,57.8795,59.0785,60.02,60.7455,61.3315,61.671,61.745,61.52,61.0145,60.332,59.373,58.23,56.386,54.899,54.8135,54.9075,54.2025,53.3175,53.2905,53.5885,52.9895,51.9865,51.722,51.1095,50.893,53.1035,57.8955,64.766,72.003,78.623,84.749,90.5045,95.672,100.1485,103.456,103.7375,102.628,102.4615,101.9105,100.319,98.1395,95.2655,91.345,87.215,82.873,78.2875,73.424,65.8455,57.5655,52.1435,47.6595,42.8715,38.5225,33.987,29.113,24.522,20.251,16.472,13.2205,10.228,27.249
10144,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2076.0,29.401,30.008,30.627,31.2925,31.986,32.6815,33.3615,34.0285,34.6485,35.257,35.8055,36.2045,36.476,36.6455,36.7415,36.787,36.88,37.1815,37.8405,38.8495,40.1515,41.527,42.7555,43.663,44.2265,44.51,44.538,44.451,44.367,44.3835,44.5145,44.796,45.305,46.064,47.0795,48.3405,49.824,51.4715,53.16,54.817,56.367,57.764,58.973,59.9235,60.656,61.247,61.593,61.6705,61.4485,60.945,60.2635,59.3045,58.1615,56.3175,54.8295,54.741,54.8305,54.1225,53.234,53.202,53.4925,52.8865,51.8765,51.6035,50.982,50.7535,52.9415,57.696,64.513,71.6845,78.2295,84.2645,89.915,94.9645,99.31,102.481,102.609,101.3665,101.039,100.3115,98.535,96.1555,93.0695,88.9445,84.605,80.0495,75.2465,70.171,62.5165,54.2485,48.725,44.1145,39.2645,34.872,30.3685,25.6345,21.211,17.1475,13.619,10.641,28.1855
10145,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2077.0,28.943,29.4795,30.0835,30.6985,31.3595,32.05,32.7415,33.419,34.0835,34.701,35.3075,35.8535,36.251,36.521,36.6945,36.8325,37.037,37.4535,38.19,39.274,40.578,41.952,43.149,44.02,44.513,44.702,44.6975,44.53,44.321,44.17,44.157,44.281,44.5675,45.09,45.8665,46.8995,48.1775,49.6785,51.3405,53.0425,54.711,56.2715,57.677,58.8925,59.8495,60.5865,61.183,61.531,61.6105,61.3895,60.8865,60.2035,59.2445,58.0995,56.255,54.7655,54.6725,54.758,54.046,53.153,53.1145,53.3955,52.7825,51.7655,51.482,50.85,50.608,52.769,57.483,64.2405,71.3405,77.7985,83.734,89.2695,94.1915,98.397,101.3855,101.369,99.981,99.4765,98.5535,96.5705,93.968,90.654,86.315,81.757,76.976,71.949,66.6625,58.955,50.73,45.135,40.4365,35.5775,31.1915,26.7695,22.201,17.9835,14.1965,10.977,29.239
10146,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2078.0,28.5895,29.007,29.5405,30.141,30.753,31.4115,32.0985,32.7885,33.4635,34.1265,34.742,35.3465,35.891,36.2875,36.5615,36.7765,37.069,37.5885,38.427,39.5755,40.945,42.313,43.502,44.335,44.788,44.9055,44.808,44.6105,44.3255,44.0555,43.8795,43.8645,43.9995,44.304,44.8485,45.6465,46.7,47.999,49.5175,51.195,52.912,54.593,56.164,57.577,58.801,59.764,60.507,61.1065,61.4575,61.539,61.319,60.8155,60.1325,59.172,58.0255,56.1805,54.689,54.5925,54.6735,53.957,53.0595,53.0125,53.2845,52.6645,51.639,51.3445,50.7,50.4415,52.5745,57.2415,63.9345,70.952,77.315,83.1405,88.5525,93.337,97.364,100.182,100.006,98.457,97.7575,96.615,94.401,91.559,88.0045,83.442,78.655,73.6405,68.3885,62.9035,55.1715,47.0285,41.404,36.6715,31.854,27.525,23.2105,18.8455,14.907,11.4575,30.3245
10147,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2079.0,28.288,28.64,29.056,29.5875,30.1855,30.795,31.4515,32.137,32.8245,33.499,34.1595,34.7735,35.377,35.9205,36.321,36.636,37.001,37.6005,38.5305,39.771,41.1965,42.623,43.8005,44.622,45.0345,45.112,44.945,44.6575,44.3465,44.0045,43.7135,43.54,43.5405,43.6965,44.0265,44.595,45.4175,46.4945,47.8135,49.3505,51.045,52.776,54.4685,56.049,57.4715,58.703,59.672,60.419,61.0225,61.3765,61.4595,61.2395,60.7355,60.052,59.089,57.9425,56.0955,54.603,54.503,54.578,53.857,52.9535,52.8985,53.1615,52.532,51.498,51.1905,50.531,50.2545,52.3545,56.9705,63.59,70.5165,76.775,82.4825,87.761,92.375,96.2275,98.8565,98.505,96.7795,95.86,94.472,92.011,88.915,85.109,80.3105,75.2835,70.034,64.5695,58.9055,51.1855,43.1765,37.58,32.8635,28.139,23.8915,19.726,15.64,12.0455,31.55
10148,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2080.0,28.0235,28.331,28.683,29.0975,29.626,30.222,30.83,31.4845,32.1685,32.8555,33.5275,34.1865,34.8,35.4025,35.9505,36.391,36.853,37.5195,38.522,39.847,41.357,42.836,44.0705,44.881,45.282,45.3215,45.116,44.761,44.3625,43.9975,43.637,43.3505,43.1945,43.2185,43.401,43.7575,44.3525,45.199,46.2975,47.6365,49.19,50.8995,52.6425,54.3465,55.9365,57.3675,58.605,59.5795,60.3305,60.9375,61.2925,61.375,61.1555,60.6505,59.9645,59.002,57.8525,56.0055,54.5115,54.4055,54.4745,53.748,52.8385,52.775,53.0265,52.388,51.343,51.019,50.344,50.0465,52.11,56.6685,63.206,70.033,76.179,81.759,86.8735,91.316,94.976,97.3975,96.853,94.927,93.763,92.112,89.387,86.0245,81.9505,76.905,71.638,66.165,60.5055,54.6915,47.0355,39.2255,33.71,29.0615,24.454,20.331,16.3925,12.6555,32.9785
10149,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2081.0,27.814,28.0655,28.3735,28.723,29.135,29.6615,30.256,30.8625,31.516,32.198,32.8835,33.554,34.2125,34.8245,35.4315,36.019,36.6055,37.366,38.4305,39.8235,41.414,42.978,44.2665,45.137,45.5305,45.562,45.3205,44.929,44.4645,44.0125,43.6295,43.2745,43.0055,42.873,42.9235,43.133,43.5155,44.1345,45.0025,46.121,47.476,49.0455,50.767,52.522,54.2355,55.833,57.2705,58.514,59.491,60.2465,60.8535,61.2085,61.292,61.07,60.5635,59.877,58.9115,57.7605,55.912,54.415,54.3035,54.366,53.633,52.7175,52.644,52.8835,52.2325,51.1745,50.8335,50.1395,49.818,51.8405,56.3335,62.782,69.5015,75.525,80.9485,85.8965,90.1505,93.598,95.7905,95.0275,92.8795,91.451,89.5185,86.516,82.8695,78.5145,73.2205,67.722,62.0435,56.2175,50.299,42.7725,35.2215,29.8405,25.284,20.835,16.9175,13.2815,34.585
10150,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2082.0,27.6655,27.852,28.104,28.409,28.757,29.167,29.692,30.2855,30.8905,31.542,32.2235,32.9075,33.578,34.2345,34.8515,35.497,36.2285,37.108,38.26,39.709,41.3635,43.006,44.3785,45.3045,45.76,45.7855,45.5395,45.115,44.6155,44.0995,43.631,43.255,42.9175,42.6735,42.569,42.647,42.883,43.2905,43.9315,44.82,45.956,47.327,48.9095,50.6435,52.408,54.1285,55.734,57.177,58.4235,59.4045,60.161,60.7685,61.124,61.2045,60.9815,60.4735,59.7845,58.8165,57.663,55.8125,54.3125,54.1955,54.25,53.5105,52.587,52.502,52.7275,52.0625,50.9905,50.629,49.913,49.5645,51.54,55.9625,62.314,68.916,74.791,80.056,84.8195,88.8645,92.079,94.0135,93.008,90.619,88.909,86.678,83.3795,79.433,74.791,69.2565,63.5455,57.687,51.741,45.7785,38.4435,31.21,25.988,21.565,17.3575,13.723,36.334
10151,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2083.0,27.5945,27.7075,27.8935,28.143,28.446,28.792,29.2,29.724,30.3155,30.919,31.57,32.25,32.9335,33.602,34.2635,34.919,35.708,36.7305,38.0005,39.5355,41.2455,42.953,44.408,45.424,45.941,46.034,45.786,45.3575,44.825,44.274,43.74,43.2765,42.9165,42.6035,42.3855,42.307,42.41,42.6705,43.099,43.759,44.6645,45.815,47.1995,48.7935,50.536,52.308,54.036,55.646,57.093,58.3415,59.325,60.0805,60.688,61.041,61.12,60.8945,60.3845,59.692,58.7215,57.5645,55.711,54.208,54.0835,54.1295,53.3815,52.4495,52.3515,52.56,51.88,50.7905,50.4055,49.665,49.285,51.209,55.555,61.8015,68.2585,73.9815,79.07,83.631,87.447,90.3985,92.0455,90.776,88.1315,86.121,83.5725,79.959,75.7045,70.781,65.0245,59.125,53.1345,47.128,41.1835,34.1005,27.2105,22.189,17.9865,14.0975,38.051
10152,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2084.0,27.609,27.645,27.7565,27.9405,28.187,28.488,28.8315,29.238,29.76,30.35,30.9525,31.602,32.2805,32.9625,33.6345,34.336,35.135,36.216,37.6315,39.285,41.083,42.8495,44.3765,45.484,46.1005,46.2625,46.084,45.6545,45.1185,44.531,43.959,43.4265,42.977,42.6375,42.347,42.1525,42.0965,42.2215,42.501,42.947,43.622,44.5415,45.7035,47.098,48.6995,50.45,52.227,53.96,55.573,57.021,58.2715,59.2535,60.008,60.6135,60.964,61.04,60.812,60.298,59.6025,58.6275,57.4665,55.61,54.1025,53.97,54.0055,53.2495,52.306,52.1925,52.383,51.684,50.574,50.163,49.394,48.979,50.8485,55.1115,61.222,67.533,73.0875,77.9825,82.32,85.877,88.5345,89.8695,88.3185,85.4025,83.072,80.182,76.2455,71.6865,66.4965,60.5415,54.5005,48.437,42.4335,36.5655,29.763,23.259,18.5265,14.624,39.681
10153,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2085.0,27.6885,27.6575,27.692,27.8015,27.9825,28.2275,28.526,28.8675,29.2725,29.7935,30.382,30.983,31.631,32.3085,32.9935,33.706,34.5485,35.6355,37.105,38.898,40.812,42.664,44.252,45.4345,46.1465,46.411,46.3035,45.9465,45.411,44.82,44.213,43.6435,43.125,42.6955,42.379,42.1125,41.941,41.9065,42.051,42.3475,42.809,43.498,44.429,45.6015,47.004,48.614,50.369,52.152,53.887,55.5025,56.951,58.201,59.1815,59.9345,60.537,60.884,60.9575,60.7255,60.208,59.5075,58.529,57.363,55.5025,53.99,53.8475,53.874,53.1055,52.15,52.0195,52.1875,51.467,50.335,49.8935,49.0925,48.6415,50.452,54.6045,60.5835,66.733,72.1015,76.7825,80.867,84.136,86.475,87.473,85.623,82.4155,79.741,76.5005,72.242,67.3905,61.9545,55.847,49.725,43.6515,37.711,31.9485,25.471,19.4425,15.0795,41.363
10154,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2086.0,27.7545,27.727,27.6955,27.728,27.8355,28.0155,28.258,28.5555,28.896,29.3,29.819,30.4065,31.0065,31.6535,32.3345,33.0585,33.9085,35.0315,36.497,38.334,40.38,42.342,44.0135,45.2545,46.0415,46.402,46.3995,46.1165,45.6565,45.0695,44.463,43.862,43.309,42.814,42.4105,42.12,41.8785,41.73,41.7175,41.88,42.194,42.6705,43.373,44.315,45.497,46.909,48.5245,50.2855,52.072,53.8105,55.426,56.8755,58.124,59.103,59.8535,60.4525,60.797,60.867,60.631,60.109,59.4045,58.4205,57.2485,55.384,53.865,53.714,53.726,52.946,51.976,51.8245,51.9685,51.224,50.065,49.59,48.7565,48.2665,49.9965,54.0445,59.8785,65.8495,71.0125,75.4515,79.2555,82.2105,84.204,84.8415,82.668,79.1515,76.1215,72.5275,67.9565,62.8325,57.194,50.996,44.854,38.8335,32.983,27.372,21.3185,15.8455,43.0375
