Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+
10155,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2087.0,27.8265,27.7935,27.7655,27.732,27.763,27.869,28.0465,28.288,28.5835,28.9235,29.3255,29.8435,30.43,31.0295,31.68,32.399,33.2595,34.387,35.8845,37.714,39.801,41.896,43.6795,45.0085,45.859,46.2975,46.395,46.219,45.834,45.323,44.721,44.119,43.5345,43.004,42.535,42.1565,41.8905,41.6715,41.5445,41.55,41.73,42.059,42.5485,43.2615,44.214,45.405,46.822,48.4435,50.209,51.998,53.737,55.353,56.801,58.048,59.0245,59.772,60.368,60.7085,60.774,60.5335,60.007,59.2965,58.3065,57.129,55.2585,53.7335,53.5695,53.568,52.7725,51.7855,51.612,51.7275,50.9545,49.767,49.257,48.3875,47.8395,49.493,53.4265,59.099,64.8725,69.8045,73.975,77.472,80.086,81.7085,81.9555,79.438,75.6015,72.212,68.271,63.406,58.0495,52.2685,46.0405,39.9435,34,28.2885,22.936,17.3965,44.9495
10156,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2088.0,27.948,27.8745,27.84,27.8095,27.7735,27.802,27.906,28.081,28.3215,28.616,28.954,29.355,29.872,30.458,31.06,31.7485,32.6045,33.744,35.2465,37.109,39.19,41.3305,43.252,44.703,45.6495,46.1575,46.338,46.262,45.983,45.5455,45.0165,44.4155,43.8275,43.262,42.755,42.308,41.9515,41.7065,41.507,41.3965,41.4175,41.6105,41.9515,42.4505,43.174,44.133,45.329,46.752,48.3765,50.1445,51.934,53.6725,55.2875,56.7335,57.9775,58.9505,59.695,60.286,60.622,60.6825,60.437,59.904,59.1875,58.191,57.006,55.1295,53.5965,53.419,53.399,52.5865,51.581,51.38,51.464,50.6605,49.443,48.8935,47.9675,47.3675,48.938,52.7425,58.2375,63.7895,68.4635,72.339,75.503,77.75,78.971,78.798,75.922,71.763,68.02,63.747,58.626,53.0955,47.233,41.04,35.0105,29.195,23.7315,18.74,47.695
10157,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2089.0,28.067,27.989,27.9135,27.8765,27.844,27.806,27.8335,27.9355,28.1105,28.3485,28.642,28.979,29.379,29.8955,30.4845,31.1235,31.946,33.075,34.58,36.439,38.5475,40.677,42.642,44.2305,45.3,45.9065,46.1595,46.168,45.992,45.664,45.21,44.6855,44.1005,43.534,42.993,42.5105,42.087,41.753,41.529,41.347,41.2525,41.2875,41.4935,41.8455,42.3545,43.0855,44.0515,45.2535,46.68,48.3085,50.0765,51.8665,53.6045,55.2175,56.661,57.901,58.8715,59.611,60.198,60.529,60.5835,60.331,59.792,59.0685,58.0645,56.8715,54.988,53.4445,53.2505,53.211,52.3795,51.3505,51.1205,51.169,50.333,49.082,48.4765,47.503,46.846,48.3235,51.987,57.2815,62.585,66.976,70.532,73.3355,75.1855,75.9715,75.3565,72.115,67.6425,63.5585,58.988,53.6675,48.023,42.142,36.0075,30.096,24.519,19.411,50.933
10158,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2090.0,28.15,28.105,28.025,27.947,27.9085,27.8745,27.836,27.8615,27.962,28.1355,28.373,28.6655,29.001,29.401,29.921,30.546,31.317,32.408,33.8965,35.7525,37.854,40.0085,41.9645,43.5985,44.8095,45.542,45.8955,45.979,45.89,45.6665,45.3225,44.874,44.365,43.8025,43.2605,42.7455,42.2865,41.8855,41.572,41.366,41.2005,41.121,41.169,41.3865,41.7475,42.265,43.003,43.975,45.1815,46.6115,48.2405,50.0095,51.799,53.5355,55.146,56.5855,57.8235,58.789,59.524,60.1055,60.4305,60.478,60.2195,59.673,58.941,57.9285,56.7265,54.833,53.2785,53.0655,53.0045,52.15,51.095,50.832,50.8425,49.972,48.6715,48.0155,46.989,46.2695,47.6445,51.148,56.219,61.2495,65.332,68.542,70.9545,72.373,72.6995,71.6285,68.0255,63.2535,58.8615,54.0465,48.585,42.89,37.0135,30.9865,25.306,20.0805,54.0145
10159,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2091.0,28.2345,28.1955,28.1485,28.066,27.986,27.9455,27.91,27.869,27.893,27.9925,28.165,28.4015,28.6925,29.028,29.4305,29.986,30.7435,31.7845,33.236,35.0765,37.176,39.327,41.3155,42.9485,44.214,45.0945,45.5765,45.7625,45.7475,45.6085,45.3665,45.024,44.5885,44.1,43.559,43.04,42.5455,42.107,41.7245,41.428,41.2365,41.0845,41.017,41.075,41.301,41.669,42.193,42.9365,43.9125,45.1215,46.553,48.183,49.9505,51.738,53.4715,55.079,56.5155,57.749,58.7095,59.4385,60.0145,60.332,60.373,60.106,59.5505,58.8095,57.7875,56.5735,54.669,53.1005,52.867,52.78,51.8985,50.8155,50.517,50.4875,49.5615,48.217,47.5045,46.4205,45.6315,46.89,50.2155,55.0385,59.772,63.521,66.353,68.3415,69.302,69.1525,67.619,63.6645,58.6285,53.979,48.976,43.437,37.712,31.888,26.086,20.752,56.964
10160,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2092.0,28.335,28.291,28.25,28.1995,28.1145,28.0325,27.9895,27.9515,27.909,27.9305,28.029,28.2,28.435,28.725,29.0635,29.502,30.1915,31.221,32.625,34.4325,36.52,38.675,40.668,42.3435,43.6185,44.561,45.195,45.511,45.596,45.528,45.3665,45.1215,44.7885,44.369,43.897,43.375,42.8735,42.397,41.974,41.6055,41.322,41.1415,40.9995,40.9405,41.0055,41.238,41.612,42.141,42.887,43.8655,45.0755,46.507,48.135,49.901,51.6855,53.416,55.019,56.451,57.679,58.6335,59.3565,59.925,60.235,60.2665,59.9905,59.426,58.6745,57.64,56.412,54.4945,52.91,52.652,52.535,51.6245,50.512,50.176,50.08,49.107,47.7135,46.9395,45.7915,44.9225,46.0495,49.1775,53.7325,58.1425,61.526,63.948,65.484,65.968,65.332,63.3365,59.061,53.812,48.9605,43.83,38.232,32.5245,26.874,21.4135,59.7885
10161,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2093.0,28.416,28.3955,28.3495,28.3045,28.2515,28.164,28.079,28.034,27.9945,27.949,27.97,28.0665,28.2355,28.4695,28.763,29.1375,29.7095,30.669,32.0615,33.821,35.875,38.02,40.021,41.7085,43.0315,43.9885,44.688,45.157,45.3725,45.403,45.3105,45.1455,44.9075,44.588,44.1835,43.7295,43.2235,42.7385,42.276,41.866,41.51,41.2365,41.065,40.931,40.878,40.95,41.1875,41.566,42.097,42.8455,43.8245,45.035,46.465,48.092,49.855,51.6355,53.362,54.96,56.387,57.608,58.556,59.2725,59.8325,60.133,60.156,59.87,59.294,58.5295,57.4805,56.236,54.304,52.701,52.414,52.265,51.325,50.1795,49.778,49.6285,48.604,47.1565,46.3145,45.092,44.131,45.1145,48.029,52.2905,56.3465,59.3325,61.316,62.38,62.3735,61.247,58.811,54.2625,48.857,43.861,38.62,33.01,27.442,22.0855,62.515
10162,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2094.0,28.4575,28.4585,28.437,28.3885,28.342,28.2865,28.1965,28.111,28.0645,28.023,27.9775,27.997,28.092,28.261,28.4975,28.826,29.3285,30.159,31.4685,33.2005,35.195,37.2965,39.28,40.9695,42.2985,43.303,44.018,44.5555,44.929,45.0955,45.109,45.0195,44.867,44.648,44.3495,43.968,43.534,43.048,42.581,42.1355,41.74,41.3965,41.134,40.9725,40.847,40.8025,40.8805,41.1235,41.506,42.0405,42.7915,43.772,44.9815,46.4115,48.036,49.796,51.574,53.2955,54.889,56.3095,57.525,58.466,59.174,59.725,60.017,60.029,59.731,59.142,58.3625,57.2965,56.0355,54.085,52.46,52.143,51.96,50.9865,49.789,49.3375,49.129,48.0465,46.539,45.618,44.3115,43.252,44.0795,46.7605,50.7005,54.37,56.93,58.4545,59.029,58.5265,56.925,54.0885,49.3185,43.8145,38.6915,33.3855,27.886,22.5805,65.183
10163,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2095.0,28.4405,28.4955,28.495,28.4715,28.422,28.373,28.316,28.225,28.1375,28.0905,28.048,28.0015,28.0195,28.1145,28.286,28.5575,29.0115,29.768,30.9415,32.583,34.5455,36.585,38.5245,40.197,41.53,42.543,43.3075,43.8635,44.3065,44.634,44.7855,44.8025,44.7275,44.595,44.398,44.1235,43.763,43.3495,42.8825,42.4335,42.002,41.62,41.288,41.0365,40.884,40.767,40.7285,40.813,41.0605,41.447,41.9845,42.7365,43.717,44.927,46.355,47.9775,49.7345,51.5085,53.225,54.8135,56.2275,57.436,58.369,59.0675,59.6095,59.8905,59.8905,59.579,58.9745,58.178,57.094,55.811,53.8405,52.192,51.842,51.622,50.597,49.357,48.85,48.575,47.4285,45.852,44.842,43.4435,42.2775,42.9355,45.36,48.9495,52.2035,54.314,55.3605,55.438,54.45,52.4075,49.214,44.28,38.695,33.487,28.238,22.974,67.6585
10164,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2096.0,28.358,28.48,28.5325,28.531,28.5055,28.4535,28.4035,28.345,28.2525,28.165,28.1155,28.0725,28.0245,28.042,28.1405,28.3465,28.742,29.4485,30.544,32.0485,33.9185,35.9265,37.806,39.439,40.76,41.7805,42.557,43.164,43.626,44.0235,44.3345,44.489,44.52,44.4645,44.3535,44.179,43.925,43.584,43.1895,42.74,42.304,41.886,41.5155,41.1945,40.951,40.8075,40.6955,40.664,40.753,41.004,41.393,41.9315,42.685,43.6655,44.874,46.3005,47.919,49.674,51.4425,53.154,54.7355,56.143,57.343,58.2665,58.9565,59.4875,59.756,59.742,59.4145,58.793,57.9765,56.8705,55.564,53.5705,51.897,51.5115,51.2345,50.1665,48.879,48.3095,47.9615,46.7415,45.0855,43.978,42.4815,41.1995,41.6715,43.818,47.029,49.8415,51.4835,52.042,51.629,50.184,47.7405,44.2415,39.1565,33.5315,28.36,23.2945,69.9105
10165,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2097.0,28.1975,28.394,28.515,28.5665,28.562,28.5355,28.482,28.4305,28.3715,28.2785,28.188,28.1385,28.094,28.0455,28.067,28.1985,28.5265,29.171,30.211,31.6335,33.3625,35.2765,37.1245,38.6995,39.983,40.9945,41.7805,42.4015,42.9165,43.334,43.716,44.0315,44.2005,44.2515,44.218,44.1295,43.977,43.7425,43.421,43.043,42.6075,42.1855,41.779,41.419,41.1065,40.872,40.734,40.6295,40.6025,40.6945,40.949,41.3395,41.8795,42.633,43.6125,44.82,46.243,47.8605,49.61,51.3735,53.0785,54.653,56.053,57.243,58.158,58.8375,59.3555,59.6095,59.579,59.234,58.592,57.753,56.6225,55.289,53.272,51.5715,51.132,50.807,49.69,48.348,47.7095,47.279,45.973,44.2325,43.0195,41.415,40.008,40.2775,42.124,44.932,47.2835,48.4435,48.5165,47.6365,45.769,42.97,39.174,33.9775,28.435,23.426,71.937
10166,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2098.0,28.0055,28.2305,28.4265,28.5455,28.5945,28.59,28.5615,28.5065,28.455,28.3945,28.2995,28.209,28.158,28.1135,28.0685,28.1225,28.374,28.9475,29.9205,31.282,32.9245,34.6955,36.45,37.995,39.223,40.1995,40.978,41.611,42.1415,42.613,43.017,43.4045,43.735,43.925,43.9985,43.9885,43.922,43.79,43.575,43.2695,42.907,42.4855,42.0745,41.6795,41.3285,41.024,40.797,40.6655,40.5655,40.542,40.638,40.8945,41.286,41.827,42.58,43.558,44.7635,46.185,47.798,49.5425,51.3,52.999,54.566,55.956,57.1375,58.0415,58.7085,59.2115,59.449,59.4,59.034,58.369,57.5045,56.346,54.9845,52.942,51.198,50.713,50.332,49.16,47.7585,47.042,46.514,45.1175,43.284,41.9555,40.236,38.6905,38.744,40.272,42.657,44.53,45.206,44.8125,43.494,41.245,38.095,34.0365,28.85,23.5165,73.6275
10167,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2099.0,27.8135,28.041,28.265,28.4595,28.576,28.6245,28.618,28.588,28.5325,28.479,28.417,28.322,28.2305,28.1795,28.1375,28.125,28.2985,28.795,29.695,30.9875,32.5685,34.2535,35.8685,37.3245,38.5285,39.453,40.2,40.826,41.369,41.8555,42.313,42.721,43.122,43.4725,43.6835,43.78,43.79,43.744,43.63,43.431,43.141,42.791,42.3805,41.9805,41.594,41.2505,40.954,40.7315,40.605,40.509,40.489,40.5865,40.8445,41.237,41.778,42.529,43.5065,44.7095,46.1275,47.7355,49.475,51.2265,52.917,54.4755,55.8565,57.0265,57.9185,58.57,59.057,59.275,59.205,58.8155,58.124,57.2305,56.043,54.651,52.5655,50.786,50.247,49.806,48.5725,47.102,46.2945,45.662,44.1665,42.232,40.779,38.9325,37.2425,37.068,38.2615,40.2075,41.596,41.803,40.967,39.2465,36.617,33.1475,28.944,23.8965,75.0505
10168,Medium,Singapore,,702,SGP,SG,702.0,Country/Area,920,2100.0,27.6075,27.8565,28.083,28.305,28.497,28.612,28.6585,28.65,28.619,28.5615,28.5065,28.4445,28.348,28.256,28.2075,28.198,28.307,28.726,29.551,30.772,32.2875,33.914,35.45,36.7745,37.8965,38.8025,39.5005,40.0955,40.6315,41.1275,41.597,42.055,42.4735,42.8915,43.2605,43.4915,43.6055,43.634,43.6035,43.5045,43.319,43.04,42.7005,42.2985,41.907,41.527,41.19,40.898,40.6805,40.557,40.464,40.445,40.544,40.802,41.195,41.734,42.485,43.4595,44.66,46.073,47.6765,49.4095,51.1535,52.8355,54.384,55.7545,56.9115,57.7885,58.4235,58.891,59.088,58.994,58.577,57.8565,56.932,55.7125,54.27,52.1495,50.328,49.7315,49.2215,47.917,46.367,45.461,44.715,43.1115,41.0675,39.479,37.498,35.6575,35.2465,36.0955,37.595,38.509,38.265,37.0185,34.895,31.9125,28.2345,24.015,76.522
